heterozygous essentials b isolates			release 1										
Synced to SGD on Sat Jul  8 00:51:41 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	record no.	strain	rg notes	db notes	
403	A	7	YDR141C	DOP1	-	Golgi-localized, leucine-zipper domain containing protein; involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies	cell morphogenesis, Golgi vesicle transport, endosomal transport	molecular_function	cytoplasmic vesicle, endomembrane system, mitochondrion, Golgi apparatus, cytoplasm	24075	chr4_4	-	-	
403	A	8	YDR145W	TAF12	TafII61|TafII68|TAF68|TAF61	Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A; overexpression of the human ortholog, TAF12, an oncogene involved in the formation of choroid plexus carcinomas, results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors	peptidyl-amino acid modification, protein acylation, chromatin organization, histone modification, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	chromatin binding, nucleic acid binding transcription factor activity, structural molecule activity, transcription factor binding	nucleus	24079	chr4_4		met- did not mate	
403	A	9	YDR339C	FCF1	rRNA-processing protein FCF1|UTP24	Putative PINc domain nuclease; required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	24178	chr4_7	-	-	
403	A	10	YDR341C	-	arginine--tRNA ligase|ArgRS|RRS1	Arginyl-tRNA synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog, MSR1, that arose from the whole genome duplication	tRNA aminoacylation for protein translation, cellular amino acid metabolic process	ligase activity	mitochondrion, cytoplasm	24180	chr4_7	-	-	
403	A	11	YDR353W	TRR1	thioredoxin-disulfide reductase TRR1	Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication	response to chemical, response to oxidative stress	ion binding, oxidoreductase activity	mitochondrial envelope, mitochondrion, cytoplasm	24190	chr4_7	-	-	
403	A	12	YDR355C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified essential ORF SPC110/YDR356W	biological_process	molecular_function	cellular_component	24192	chr4_7	-	-	
403	B	1	YDR356W	SPC110	NUF1|XCM1	Inner plaque spindle pole body (SPB) component; ortholog of human kendrin; gamma-tubulin small complex (gamma-TuSC) receptor that interacts with Spc98p to recruit the complex to the nuclear side of the SPB, connecting nuclear microtubules to the SPB; promotes gamma-TuSC assembly and oligomerization to initiate microtubule nucleation; interacts with Tub4p-complex and calmodulin; phosphorylated by Mps1p in cell cycle-dependent manner	mitotic cell cycle, organelle fission, cytoskeleton organization, organelle fusion, protein complex biogenesis, chromosome segregation, conjugation, nucleus organization	structural molecule activity	nucleus, cytoskeleton, microtubule organizing center, cytoplasm	24193	chr4_7	-	-	
403	B	2	YDR361C	BCP1	protein-transporting protein BCP1	Essential protein involved in nuclear export of Mss4p; Mss4p is a lipid kinase that generates phosphatidylinositol 4,5-biphosphate and plays a role in actin cytoskeleton organization and vesicular transport	ribosomal subunit export from nucleus, nuclear transport	molecular_function	nucleus, cytoplasm	24198	chr4_7		met- did not mate	
403	B	3	YDR362C	TFC6	transcription factor TFIIIC subunit TFC6|tau 91	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of TFIIIC TauB domain that binds BoxB promoter sites of tRNA and other genes; cooperates with Tfc3p in DNA binding; human homolog is TFIIIC-110	transcription from RNA polymerase III promoter	nucleic acid binding transcription factor activity, DNA binding, transcription factor activity, protein binding	nucleus	24199	chr4_7	-	-	
403	B	4	YDR365C	ESF1	-	Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels	rRNA processing	RNA binding	nucleus, nucleolus	24202	chr4_7	-	-	
403	B	5	YDR367W	KEI1	-	Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene	lipid metabolic process	enzyme regulator activity	membrane, endomembrane system, cytoplasm, Golgi apparatus	24203	chr4_7	-	-	
403	B	6	YDR373W	FRQ1	frequenin	N-myristoylated calcium-binding protein; may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily; human NCS1 functionally complements the heat sensitivity of a frq1 ts mutant	signaling	ion binding, enzyme regulator activity	membrane, endomembrane system, cytoplasm, Golgi apparatus	24209	chr4_7	-	-	
403	B	7	YDR376W	ARH1	NADPH-adrenodoxin reductase	Oxidoreductase of the mitochondrial inner membrane; involved in cytoplasmic and mitochondrial iron homeostasis and required for activity of Fe-S cluster-containing enzymes; one of the few mitochondrial proteins essential for viability	cofactor metabolic process, cellular ion homeostasis	oxidoreductase activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	24212	chr4_7	-	-	
403	B	8	YDR381W	YRA1	RNA-binding protein YRA1|SHE11	Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member	DNA repair, cellular response to DNA damage stimulus, nucleobase-containing compound transport, nuclear transport	RNA binding, enzyme regulator activity	nucleus	24217	chr4_7	-	-	
403	B	9	YDR390C	UBA2	E1 ubiquitin-activating protein UBA2|UAL1	Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability	peptidyl-amino acid modification, protein modification by small protein conjugation or removal	ligase activity	nucleus	24226	chr4_7	-	-	
403	B	10	YDR394W	RPT3	proteasome regulatory particle base subunit RPT3|YTA2|YNT1	ATPase of the 19S regulatory particle of the 26S proteasome; one of ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter, proteolysis involved in cellular protein catabolic process, protein complex biogenesis	ATPase activity, hydrolase activity	other	24230	chr4_7	-	-	
403	B	11	YDR396W	-	-	Dubious open reading frame unlikely to encode a functional protein; extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex	biological_process	molecular_function	cellular_component	24232	chr4_7	-	-	
403	B	12	YDR397C	NCB2	negative cofactor 2 transcription regulator complex subunit NCB2|YDR1	Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta; complex also includes Bur6p	response to heat, DNA-templated transcription, initiation, transcription from RNA polymerase III promoter, transcription from RNA polymerase II promoter, protein complex biogenesis	chromatin binding, DNA binding, transcription factor activity, protein binding	nucleus	24233	chr4_7	-	-	
403	C	1	YDR398W	UTP5	-	Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit	transcription from RNA polymerase I promoter, rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus, chromosome	24234	chr4_7	-	-	
403	C	2	YDR404C	RPB7	DNA-directed RNA polymerase II subunit RPB7|B16	RNA polymerase II subunit B16; forms dissociable heterodimer with Rpb4p; Rpb4/7 dissociates from RNAPII as Ser2 CTD phosphorylation increases; Rpb4/7 regulates cellular lifespan via mRNA decay process; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex, export of mRNA to cytoplasm under stress conditions; also involved in translation initiation	translational initiation, regulation of translation, RNA catabolic process, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	RNA binding, transferase activity, nucleotidyltransferase activity, DNA binding	nucleus, cytoplasm	24240	chr4_7	-	-	
403	C	3	YDR407C	TRS120	-	Component of transport protein particle (TRAPP) complex II; TRAPPII is a multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating intra-Golgi and endosome-Golgi traffic	Golgi vesicle transport, endosomal transport	guanyl-nucleotide exchange factor activity	cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	24243	chr4_7	-	-	
403	C	4	YDR412W	RRP17	-	Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonuclease required for 5' end processing of pre-60S ribosomal RNA	rRNA processing	molecular_function	cytoplasm	24248	chr4_7	-	-	
403	C	5	YDR413C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing	biological_process	molecular_function	membrane	24249	chr4_7		met- did not mate	
403	C	6	YDR416W	SYF1	mRNA splicing protein SYF1|NTC90	Member of the NineTeen Complex (NTC); that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; relocalizes to the cytosol in response to hypoxia; homologs in human and C. elegans	RNA splicing, mRNA processing	other	nucleus, cytoplasm	24252	chr4_7	-	-	
403	C	7	YDR429C	TIF35	translation initiation factor eIF3 core subunit g	eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough	cytoplasmic translation, translational initiation	RNA binding, translation factor activity, RNA binding	cytoplasm	24265	chr4_7	-	-	
403	C	8	YDR434W	GPI17	GPI-anchor transamidase GPI17	Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	24270	chr4_7	-	-	
403	C	9	YDR427W	RPN9	proteasome regulatory particle lid subunit RPN9|NAS7	Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia	proteolysis involved in cellular protein catabolic process, protein complex biogenesis	structural molecule activity	nucleus, cytoplasm	24263	chr4_7	-	-	
403	C	10	YEL002C	WBP1	dolichyl-diphosphooligosaccharide-protein glycotransferase	Beta subunit of the oligosaccharyl transferase glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum; human homolog DDOST can complement yeast growth defect during down-regulation of yeast gene	protein glycosylation	molecular_function	nucleus, membrane, endomembrane system, endoplasmic reticulum, cytoplasm	20242	chr5_2	-	-	
403	C	11	YEL019C	MMS21	SUMO ligase MMS21|PSO10|NSE2	Highly conserved SUMO E3 ligase subunit of SMC5-SMC6 complex; required for anchoring dsDNA breaks to the nuclear periphery; SMC5-SMC6 plays a key role in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; required for efficient sister chromatid cohesion; mutants are sensitive to MMS, show increased spontaneous mutation and mitotic recombination; SUMOylates and inhibits Snf1p function; supports nucleolar function	DNA repair, cellular response to DNA damage stimulus	transferase activity, enzyme regulator activity	nucleus, endomembrane system, chromosome, cytoplasm	20260	chr5_2	-	-	
