mat a
all strains contain gfp tagged protein with his3 marker													
Synced to SGD on Sat Jul  8 00:51:42 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	abundance	original localization	comments	typical to this lib	
3	P	15	YNL012W	SPO1	putative carboxylic ester hydrolase	Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B	meiotic cell cycle, sporulation, cytoskeleton organization	hydrolase activity	nucleus, endomembrane system, vacuole, membrane, endoplasmic reticulum, cytoplasm	-	-	-	-	
3	P	16	YMR106C	YKU80	ATP-dependent DNA helicase YKU80|HDF2	Subunit of telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; required for localization of telomerase ribonucleoprotein via interaction with TLC1 guide RNA; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair; colocalizes with quiescent cell telomere hyperclusters	DNA repair, telomere organization, chromatin organization, cellular response to DNA damage stimulus, DNA recombination	RNA binding, DNA binding	nucleus, chromosome	358	nucleus	-	-	
3	P	17	YLR234W	TOP3	DNA topoisomerase 3|EDR1	DNA Topoisomerase III; conserved protein that functions in a complex with Sgs1p and Rmi1p to relax single-stranded negatively-supercoiled DNA preferentially; DNA catenation/decatenation activity is stimulated by RPA and Sgs1p-Top3p-Rmi1p; involved in telomere stability and regulation of mitotic recombination	mitotic cell cycle, meiotic cell cycle, telomere organization, organelle fission, chromosome segregation, DNA recombination, regulation of DNA metabolic process	isomerase activity	nucleus, chromosome	468	"cytoplasm,nucleus"	-	-	
3	P	18	YER080W	AIM9	FMP29	Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss	biological_process	molecular_function	mitochondrion, cytoplasm	8200	mitochondrion	-	-	
3	P	19	YPR190C	RPC82	DNA-directed RNA polymerase III subunit C82|RPC80|RPC3	RNA polymerase III subunit C82	transcription from RNA polymerase III promoter	transferase activity, nucleotidyltransferase activity	nucleus	2520	"cytoplasm,nucleus"	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
3	P	20	YKR008W	RSC4	-	Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p, altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p	chromatin organization, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	histone binding, ATPase activity, hydrolase activity	nucleus	8570	nucleus	-	-	
3	P	21	YBL075C	SSA3	Hsp70 family ATPase SSA3|YG106	ATPase involved in protein folding and the response to stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm; SSA3 has a paralog, SSA4, that arose from the whole genome duplication	protein targeting, transmembrane transport, proteolysis involved in cellular protein catabolic process, protein folding	hydrolase activity, unfolded protein binding, ATPase activity	cytoplasm	6440	cytoplasm	-	-	
3	P	22	YOR389W	-	-	Putative protein of unknown function; expression regulated by copper levels	biological_process	molecular_function	cellular_component	-	-	-	-	
3	P	23	YDR014W	RAD61	WPL1	Subunit of a complex that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin	mitotic cell cycle, organelle fission, regulation of organelle organization, chromosome segregation, regulation of cell cycle	molecular_function	nucleus, chromosome	721	nucleus	-	-	
3	P	24	YNR006W	VPS27	ESCRT-0 subunit protein VPS27|DID7|VPT27|VPL23|SSV17|GRD11	Endosomal protein that forms a complex with Hse1p; required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation; has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)	protein targeting, ion transport, nucleobase-containing compound transport, endosomal transport	lipid binding, ubiquitin-like protein binding, ion binding	cytoplasmic vesicle, endomembrane system, cytoplasm	172	endosome	-	-	
4	A	1	YOR137C	SIA1	-	Protein of unassigned function; involved in activation of the Pma1p plasma membrane H+-ATPase by glucose; contains peptide signal for membrane localization	ion transport	molecular_function	cellular_component	-	-	-	-	
4	A	2	YMR120C	ADE17	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE17	Enzyme of 'de novo' purine biosynthesis; contains both 5-aminoimidazole-4-carboxamide ribonucleotide transformylase and inosine monophosphate cyclohydrolase activities; ADE17 has a paralog, ADE16, that arose from the whole genome duplication; ade16 ade17 mutants require adenine and histidine	nucleobase-containing small molecule metabolic process	transferase activity, hydrolase activity	membrane, plasma membrane, cytoplasm	60900	cytoplasm	-	-	
4	A	3	YJL019W	MPS3	YJL018W|NEP98	Nuclear envelope protein; required for SPB insertion, SPB duplication, Kar5p localization near the SPB and nuclear fusion; interacts with Mps2p to tether half-bridge to core SPB; N-terminal acetylation by Eco1p regulates its role in nuclear organization; localizes to the SPB half bridge and telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement; member of the SUN protein family (Sad1-UNC-84 homology)	mitotic cell cycle, meiotic cell cycle, organelle fission, chromatin organization, cytoskeleton organization, organelle fusion, conjugation, chromosome segregation, nucleus organization	molecular_function	nucleus, cytoskeleton, chromosome, microtubule organizing center, endomembrane system, membrane, cytoplasm	-	-	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
4	A	4	YMR227C	TAF7	TafII67|TAF67	TFIID subunit (67 kDa); involved in RNA polymerase II transcription initiation	DNA-templated transcription, initiation, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity	nucleus	1050	"cytoplasm,nucleus"	-	-	
4	A	5	YKR056W	TRM2	RNC1|NUD1|NUC2	tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair	DNA repair, cellular response to DNA damage stimulus, tRNA processing, RNA modification	transferase activity, methyltransferase activity, hydrolase activity, nuclease activity	cellular_component	-	-	-	-	
4	A	6	YOR027W	STI1	Hsp90 cochaperone STI1	Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol, thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop	protein targeting, protein folding, mitochondrion organization	RNA binding, mRNA binding, enzyme regulator activity	cytoplasm	67600	cytoplasm	-	-	
4	A	7	YLR206W	ENT2	epsin	Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog, ENT1, that arose from the whole genome duplication	cytoskeleton organization, endocytosis	other	site of polarized growth	1970	actin	-	-	
4	A	8	YIL036W	CST6	SHF1|ACA2	Basic leucine zipper (bZIP) transcription factor from ATF/CREB family involved in stress-responsive regulatory network; mediates transcriptional activation of NCE103 in response to low CO2 levels; proposed to be a regulator of oleate responsive genes; involved in utilization of non-optimal carbon sources and chromosome stability; relocalizes to the cytosol in response to hypoxia; CST6 has a paralog, ACA1, that arose from the whole genome duplication	response to chemical, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity, DNA binding	nucleus, cytoplasm	1240	nucleus	-	-	
4	A	9	YDR350C	ATP22	TCM10	Specific translational activator for the mitochondrial ATP6 mRNA; Atp6p encodes a subunit of F1F0 ATP synthase; localized to the mitochondrial inner membrane	mitochondrial translation, regulation of translation, mitochondrion organization, regulation of organelle organization, protein complex biogenesis	other	mitochondrion, membrane, mitochondrial envelope, cytoplasm	not visualized	ambiguous	-	-	
4	A	10	YMR291W	TDA1	protein kinase TDA1	Protein kinase of unknown cellular role; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene; relocalizes from nucleus to cytoplasm upon DNA replication stress	protein phosphorylation	kinase activity, transferase activity	nucleus, cytoplasm	10200	"cytoplasm,nucleus"	-	-	
4	A	11	YHR188C	GPI16	GPI-anchor transamidase subunit GPI16	Subunit of the glycosylphosphatidylinositol transamidase complex; transmembrane protein; adds GPIs to newly synthesized proteins; human PIG-Tp homolog	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	-	-	-	may have trouble growing up from this copy since (too) little caught up from Weissman lab copy	
4	A	12	YKR078W	-	-	Cytoplasmic protein of unknown function; potential Cdc28p substrate; contains a Phox homology (PX) domain and specifically binds phosphatidylinositol 3-phosphate (PtdIns-3-P); YKR078W has a paralog, VPS5, that arose from the whole genome duplication	biological_process	ion binding, lipid binding	cytoplasm	1270	cytoplasm	-	-	
4	A	13	YMR168C	CEP3	CSL1|CBF3B|CBF3	Essential kinetochore protein; component of the CBF3 complex that binds the CDEIII region of the centromere; contains an N-terminal Zn2Cys6 type zinc finger domain, a C-terminal acidic domain, and a putative coiled coil dimerization domain	mitotic cell cycle, organelle fission, cytoskeleton organization, regulation of organelle organization, organelle assembly, protein complex biogenesis, chromosome segregation, regulation of cell cycle	DNA binding	nucleus, chromosome	1900	microtubule	-	-	
4	A	14	YCL051W	LRE1	-	Protein involved in control of cell wall structure and stress response; direct inhibitor of the nuclear Dbf2 related (NDR) kinase Cbk1p-Mob2p; overproduction confers resistance to cell-wall degrading enzymes; exhibits genetic interactions with genes involved in the cell wall integrity pathway; LRE1 has a paralog, HLR1, that arose from the whole genome duplication	regulation of protein modification process, protein phosphorylation, cell wall organization or biogenesis	enzyme regulator activity	cellular bud, site of polarized growth	-	-	-	-	
4	A	15	YGR103W	NOP7	mRNA-binding ribosome synthesis protein NOP7|YPH1	Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation	DNA replication, rRNA processing, ribosomal large subunit biogenesis, ribosomal small subunit biogenesis	RNA binding, mRNA binding	nucleus, nucleolus	4530	"nucleolus,nucleus"	-	-	
4	A	16	YJL216C	IMA5	oligo-1,6-glucosidase IMA5	Alpha-glucosidase; specificity for isomaltose, maltose, and palatinose, but not alpha-methylglucoside; most distant member of the IMA isomaltase family, but with similar catalytic properties as Ima1p and Ima2p; not required for isomaltose utilization, but Ima5p overexpression allows the ima1 null mutant to grow on isomaltose; can cleave alpha-1,3 linkage of nigerose and turanose and alpha-1,5 linkage of leucrose and is very sensitive to temperature in vitro	carbohydrate metabolic process, oligosaccharide metabolic process	hydrolase activity, hydrolase activity, acting on glycosyl bonds	cellular_component	-	-	-	-	
