Synced to SGD on Sat Jul  8 00:51:38 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	original p	original r 	original c	
2	D	2	YDR413C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing	biological_process	molecular_function	membrane	5	B	1	-	
2	D	3	YGL150C	INO80	chromatin-remodeling ATPase INO80	ATPase and nucleosome spacing factor; subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; promotes nucleosome shifts in the 3 prime direction; has a role in modulating stress gene transcription	DNA repair, telomere organization, chromatin organization, cellular response to DNA damage stimulus, chromosome segregation, DNA recombination, transcription from RNA polymerase II promoter	hydrolase activity, ATPase activity, helicase activity	nucleus, chromosome	6	B	2	-	
2	D	4	BLANK	BLANK	-	-	-	-	-	5	B	2	-	
2	D	5	YGL155W	CDC43	protein geranylgeranyltransferase type I subunit CDC43|CAL1	Beta subunit of geranylgeranyltransferase type I; subunit of the Ram2p-Cdc43p heterodimer that catalyzes the geranylgeranylation of the cysteine residue in proteins containing a C-terminal CaaX sequence ending in Leu or Phe; has substrates important for morphogenesis	cellular ion homeostasis, signaling	transferase activity	other	6	B	3	-	
2	D	6	YDR427W	RPN9	proteasome regulatory particle lid subunit RPN9|NAS7	Non-ATPase regulatory subunit of the 26S proteasome; similar to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia	proteolysis involved in cellular protein catabolic process, protein complex biogenesis	structural molecule activity	nucleus, cytoplasm	5	B	3	-	
2	D	7	YGL169W	SUA5	threonylcarbamoyladenylate synthase	Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family; binds single-stranded telomeric DNA and null mutant has abnormal telomere length	telomere organization, tRNA processing, regulation of translation, translational elongation, RNA modification	DNA binding	cytoplasm	6	B	4	-	
2	D	8	YDR429C	TIF35	translation initiation factor eIF3 core subunit g	eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough	cytoplasmic translation, translational initiation	RNA binding, translation factor activity, RNA binding	cytoplasm	5	B	4	-	
2	D	9	YGL171W	ROK1	RNA-dependent ATPase ROK1	RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation	rRNA processing, ribosomal small subunit biogenesis	helicase activity, ATPase activity, hydrolase activity	nucleus, nucleolus	6	B	5	-	
2	D	10	YDR434W	GPI17	GPI-anchor transamidase GPI17	Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog	lipid metabolic process, protein lipidation	hydrolase activity	membrane, endomembrane system, endoplasmic reticulum, cytoplasm	5	B	5	-	
2	D	11	YGL172W	NUP49	FG-nucleoporin NUP49|NSP49	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)	protein targeting, ribosomal subunit export from nucleus, nucleobase-containing compound transport, nuclear transport	structural molecule activity	nucleus, endomembrane system, membrane	6	B	6	-	
2	D	12	YDR437W	GPI19	phosphatidylinositol N-acetylglucosaminyltransferase GPI19	Subunit of GPI-GlcNAc transferase involved in synthesis of GlcNAc-PI; N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI) is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis; shares similarity with mammalian PIG-P	lipid metabolic process, protein lipidation	transferase activity, transferring glycosyl groups, transferase activity	nucleus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	5	B	6	-	
2	D	13	YGL201C	MCM6	MCM DNA helicase complex subunit MCM6	Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p	DNA repair, DNA replication, cellular response to DNA damage stimulus, DNA recombination	hydrolase activity, DNA binding, ATPase activity, helicase activity	nucleus, chromosome, cytoplasm	6	B	7	-	
2	D	14	BLANK	BLANK	-	-	-	-	-	5	B	7	-	
2	D	15	YGL207W	SPT16	chromatin-remodeling protein SPT16|SSF1|CDC68	Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases; specifically required for diauxic shift-induced H2B deposition onto rDNA genes; mutations cause reduced nucleosome occupancy over highly transcribed regions; coregulates transcription with Mot1p through preinitiation complex assembly and nucleosome organization	chromatin organization, DNA replication, protein complex biogenesis, DNA-templated transcription, initiation, transcription from RNA polymerase II promoter, DNA-templated transcription, elongation	chromatin binding, histone binding	nucleus, chromosome	6	B	8	-	
2	D	16	BLANK	BLANK	-	-	-	-	-	5	B	8	-	
2	D	17	YGL225W	VRG4	GDP-mannose transporter|VIG4|LDB3|GOG5|VAN2	Golgi GDP-mannose transporter; regulates Golgi function and glycosylation in Golgi; VRG4 has a paralog, HVG1, that arose from the whole genome duplication	nucleobase-containing compound transport	transmembrane transporter activity	membrane, endomembrane system, mitochondrion, cytoplasm, Golgi apparatus	6	B	9	-	
2	D	18	YDR460W	TFB3	TFIIH/NER complex subunit TFB3|RIG2	Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit	DNA repair, protein phosphorylation, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	transcription factor activity, protein binding	nucleus	5	B	9	-	
2	D	19	BLANK	BLANK	-	-	-	-	-	6	B	10	-	
2	D	20	YDR464W	SPP41	-	Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia	transcription from RNA polymerase II promoter	molecular_function	nucleus, cytoplasm	5	B	10	-	
2	D	21	YGL238W	CSE1	importin-alpha export receptor|KAP109	Nuclear envelope protein that acts as a recycling factor; mediates the nuclear export of Srp1p (importin alpha) back to the cytoplasm after its import substrates have been released into the nucleoplasm, thereby allowing the participation of Srp1p in multiple rounds of nuclear import; required for accurate chromosome segregation; homolog of metazoan CAS and human CSE1L, overexpression of which is implicated in cancer progression	nuclear transport	protein transporter activity	nucleus, membrane, endomembrane system	6	B	11	-	
2	D	22	BLANK	BLANK	-	-	-	-	-	5	B	11	-	
2	D	23	YGL239C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene CSE1	biological_process	molecular_function	cellular_component	6	B	12	-	
2	D	24	YDR472W	TRS31	TRAPP subunit TRS31	Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII)	Golgi vesicle transport	guanyl-nucleotide exchange factor activity	cytoplasmic vesicle, endomembrane system, cytoplasm, Golgi apparatus	5	B	12	-	
2	E	1	YKL099C	UTP11	rRNA-processing protein UTP11	Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit	rRNA processing, ribosomal small subunit biogenesis	molecular_function	nucleus, nucleolus	8	C	1	-	
2	E	2	YIL129C	TAO3	PAG1	Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p	cell morphogenesis, cell budding	molecular_function	cellular bud, site of polarized growth, mitochondrion, cytoplasm	7	C	1	-	
2	E	3	YKL104C	GFA1	glutamine--fructose-6-phosphate transaminase (isomerizing) GFA1	Glutamine-fructose-6-phosphate amidotransferase; catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis; GFA1 has a paralogous region, comprising ORFs YMR084W-YMR085W, that arose from the whole genome duplication	carbohydrate metabolic process, cell wall organization or biogenesis	transferase activity	cellular_component	8	C	2	-	
2	E	4	YIL144W	NDC80	kinetochore-associated Ndc80 complex subunit NDC80|TID3|HEC1	Component of the kinetochore-associated Ndc80 complex; conserved coiled-coil protein involved in chromosome segregation, spindle checkpoint activity, and kinetochore assembly and clustering; evolutionarily conserved; complex members include Ndc80p, Nuf2p, Scp24p, and Spc25p; modified by sumoylation	cytoskeleton organization, protein complex biogenesis, chromosome segregation	structural molecule activity	nucleus, chromosome	7	C	2	-	
2	E	5	YKL108W	SLD2	DRC1	Single-stranded DNA origin-binding and annealing protein; required for initiation of DNA replication; phosphorylated in S phase by cyclin-dependent kinases (Cdks), promoting origin binding, DNA replication and Dpb11p complex formation; component of the preloading complex; binds the Mcm2-7p complex to prevent inappropriate Mcm2-7p interaction with the GINS complex in G1; required for S phase checkpoint; relative distribution to the nucleus increases upon DNA replication stress	mitotic cell cycle, DNA repair, DNA replication, cellular response to DNA damage stimulus, protein complex biogenesis, DNA recombination, regulation of cell cycle	DNA binding	nucleus, cytoplasm	8	C	3	-	
2	E	6	YIL147C	SLN1	YPD2	Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-component regulators	peptidyl-amino acid modification, protein phosphorylation, regulation of protein modification process, signaling, response to osmotic stress	kinase activity, transferase activity, signal transducer activity	membrane, plasma membrane	7	C	3	-	
2	E	7	YKL111C	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; partially overlaps the verified essential gene ABF1	biological_process	molecular_function	cellular_component	8	C	4	-	
2	E	8	YIL150C	MCM10	DNA43	Essential chromatin-associated protein; involved in initiation of DNA replication; required for association of MCM2-7 complex with replication origins; required to stabilize catalytic subunit of DNA polymerase-alpha; self-associates through its N-terminal domain	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, DNA recombination	DNA binding	nucleus, chromosome	7	C	4	-	
2	E	9	YKL112W	ABF1	GFI|SBF-B|DNA-binding protein ABF1|SBF1|REB2|OBF1|BAF1	DNA binding protein with possible chromatin-reorganizing activity; involved in transcriptional activation, gene silencing, and DNA replication and repair	DNA repair, chromatin organization, DNA replication, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	nucleic acid binding transcription factor activity, DNA binding	nucleus	8	C	5	-	
2	E	10	YIL171W	nucleus	nucleus	nucleus	-	-	-	7	C	5	-	
2	E	11	YKL122C	SRP21	signal recognition particle subunit SRP21	Subunit of the signal recognition particle (SRP); SRP functions in protein targeting to the endoplasmic reticulum membrane; not found in mammalian SRP; forms a pre-SRP structure in the nucleolus that is translocated to the cytoplasm	protein targeting, transmembrane transport	molecular_function	nucleus, cytoplasm	8	C	6	-	
2	E	12	YIR006C	PAN1	DIM2|MIP3|MDP3	Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p; associates with actin patches on cell cortex; promotes protein-protein interactions essential for endocytosis; binds to and activates Arp2/3 complex in vitro; phosphorylation of Thr-1225 is regulated by MAPK Hog1p in response to osmotic stress; previously thought to be a subunit of poly(A) ribonuclease	mitotic cell cycle, cell budding, cytoskeleton organization, cytokinesis, endocytosis	protein binding, bridging	nucleus, cell cortex, cytoskeleton, cellular bud, membrane, site of polarized growth, cytoplasm, plasma membrane	7	C	6	-	
